,location,total_sqft,bath,price,bhk
478,Anekal,1200.0,1.0,36.0,2.0
479,Anekal,1200.0,1.0,36.0,2.0
480,Anekal,2400.0,4.0,95.0,3.0
481,Anekal,1200.0,2.0,36.1,2.0
482,Anekal,1200.0,2.0,36.1,2.0
483,Anekal,680.0,1.0,21.0,2.0
484,Anekal,420.0,1.0,12.5,1.0
485,Anekal,614.0,1.0,28.0,2.0
486,Anekal,1140.0,2.0,52.0,2.0
487,Anekal,625.0,1.0,25.0,2.0
488,Anjanapura,1850.0,4.0,86.0,4.0
489,Anjanapura,1070.0,2.0,39.0,2.0
490,Anjanapura,1500.0,3.0,121.0,3.0
491,Anjanapura,1070.0,2.0,37.0,2.0
492,Anjanapura,950.0,2.0,40.0,2.0
493,Anjanapura,1280.0,2.0,45.0,3.0
494,Anjanapura,710.0,2.0,25.0,2.0
495,Anjanapura,1347.0,2.0,37.72,3.0
496,Anjanapura,950.0,2.0,32.0,2.0
497,Anjanapura,1800.0,4.0,55.0,4.0
498,Anjanapura,1843.0,3.0,87.54,3.0
499,Anjanapura,1076.0,2.0,30.13,2.0
500,Anjanapura,950.0,2.0,30.0,2.0
501,Ardendale,1750.0,3.0,100.0,3.0
502,Ardendale,3198.0,4.0,200.0,4.0
503,Ardendale,2422.0,4.0,160.0,4.0
504,Ardendale,1750.0,3.0,100.0,3.0
505,Ardendale,3200.0,4.0,205.0,4.0
506,Ardendale,1728.0,3.0,95.0,3.0
507,Ardendale,2062.0,3.0,140.0,4.0
508,Ardendale,1732.46,3.0,92.0,3.0
509,Ardendale,2062.0,3.0,150.0,4.0
510,Ardendale,2800.0,4.0,140.0,4.0
511,Ardendale,1224.0,2.0,70.0,2.0
512,Ardendale,1777.26,3.0,105.0,3.0
513,Ardendale,1650.0,3.0,82.0,3.0
514,Ardendale,2062.0,3.0,140.0,4.0
515,Ardendale,1650.0,3.0,82.0,3.0
516,Ardendale,1224.0,2.0,67.0,2.0
517,Ardendale,1723.0,3.0,95.0,3.0
518,Ardendale,1777.26,3.0,89.0,3.0
519,Ardendale,1777.26,3.0,92.0,3.0
520,Arekere,2060.0,3.0,140.0,3.0
521,Arekere,920.0,2.0,40.0,2.0
522,Arekere,1740.0,2.0,95.0,3.0
523,Arekere,1190.0,2.0,55.0,2.0
524,Arekere,600.0,1.0,28.0,1.0
525,Arekere,2072.0,3.0,108.0,3.0
526,Arekere,1100.0,2.0,55.0,2.0
527,Arekere,900.0,2.0,50.0,2.0
528,Arekere,2710.0,6.0,142.0,4.0
529,Arekere,1240.0,2.0,60.0,2.0
530,Arekere,900.0,2.0,44.5,2.0
531,Attibele,450.0,1.0,11.0,1.0
532,Attibele,1600.0,4.0,52.8,4.0
533,Attibele,656.0,2.0,25.0,2.0
534,Attibele,400.0,1.0,11.0,1.0
535,Attibele,400.0,1.0,12.0,1.0
536,Attibele,400.0,1.0,14.0,1.0
537,Attibele,500.0,1.0,17.0,1.0
538,Attibele,2168.0,4.0,95.0,4.0
539,Attibele,395.0,1.0,10.25,1.0
540,Attibele,420.0,1.0,17.0,1.0
541,Attibele,1639.0,2.0,40.98,3.0
542,Attibele,418.0,1.0,12.0,1.0
543,Attibele,1200.0,2.0,42.0,2.0
544,Attibele,400.0,1.0,10.0,1.0
545,Attibele,695.0,1.0,25.0,2.0
546,Attibele,850.0,1.0,25.0,2.0
547,Attibele,2400.0,3.0,120.0,3.0
548,Attibele,450.0,1.0,12.5,1.0
549,Attibele,995.0,1.0,24.88,2.0
550,Attibele,900.0,1.0,25.0,2.0
551,Attibele,1174.0,2.0,29.35,2.0
552,Attibele,782.0,1.0,19.55,1.0
553,Attibele,1175.0,2.0,29.38,2.0
554,Attibele,656.0,2.0,25.0,2.0
555,Attibele,400.0,1.0,11.5,1.0
556,Attibele,460.0,1.0,13.0,1.0
557,Attibele,418.0,2.0,11.5,1.0
558,Attibele,1000.0,2.0,42.0,2.0
559,Attibele,550.0,1.0,11.5,1.0
560,Attibele,996.0,2.0,24.9,2.0
561,Attibele,410.0,1.0,10.0,1.0
562,Attibele,1700.0,3.0,65.0,3.0
563,Attibele,400.0,1.0,10.25,1.0
564,Attibele,656.0,2.0,25.0,2.0
565,Attibele,1500.0,3.0,90.0,3.0
566,Attibele,520.0,1.0,15.0,1.0
567,BEML Layout,1060.0,2.0,55.0,2.0
568,BEML Layout,2000.0,3.0,85.0,3.0
569,BEML Layout,999.0,2.0,45.0,2.0
570,BEML Layout,2400.0,4.0,225.0,5.0
571,BEML Layout,2000.0,2.0,85.0,3.0
572,BEML Layout,1194.0,2.0,65.0,2.0
573,BEML Layout,1200.0,2.0,67.0,2.0
574,BEML Layout,2400.0,2.0,228.0,2.0
575,BEML Layout,2000.0,3.0,85.0,3.0
576,BEML Layout,2000.0,3.0,85.0,3.0
577,BEML Layout,1194.0,2.0,65.0,2.0
578,BTM 2nd Stage,1260.0,5.0,185.0,3.0
579,BTM 2nd Stage,950.0,2.0,52.0,2.0
580,BTM 2nd Stage,1850.0,3.0,170.0,3.0
581,BTM 2nd Stage,1200.0,2.0,80.0,2.0
582,BTM 2nd Stage,1274.0,2.0,70.0,2.0
583,BTM 2nd Stage,1250.0,3.0,50.0,3.0
584,BTM 2nd Stage,1070.0,2.0,48.0,2.0
585,BTM 2nd Stage,1280.0,2.0,80.0,2.0
586,BTM 2nd Stage,1100.0,2.0,70.0,2.0
587,BTM 2nd Stage,1000.0,2.0,58.0,2.0
588,BTM 2nd Stage,2990.0,5.0,416.0,5.0
589,BTM 2nd Stage,1265.0,2.0,55.0,2.0
590,BTM 2nd Stage,2200.0,3.0,220.0,3.0
591,BTM 2nd Stage,2780.0,4.0,325.0,3.0
592,BTM 2nd Stage,2400.0,2.0,360.0,3.0
593,BTM 2nd Stage,965.0,2.0,56.0,2.0
594,BTM 2nd Stage,1147.0,2.0,75.0,2.0
595,BTM 2nd Stage,1750.0,3.0,172.0,3.0
596,BTM 2nd Stage,1400.0,2.0,90.0,2.0
597,BTM 2nd Stage,1200.0,2.0,70.0,2.0
598,BTM 2nd Stage,1100.0,2.0,47.0,2.0
599,BTM 2nd Stage,930.0,2.0,46.0,2.0
600,BTM 2nd Stage,1265.0,2.0,55.0,3.0
601,BTM 2nd Stage,2500.0,3.0,345.0,3.0
602,BTM Layout,1150.0,2.0,63.0,2.0
603,BTM Layout,3300.0,6.0,165.0,6.0
604,BTM Layout,1450.0,2.0,81.0,3.0
605,BTM Layout,1776.0,2.0,75.0,3.0
606,BTM Layout,1458.0,3.0,79.0,3.0
607,BTM Layout,935.0,2.0,51.5,2.0
608,BTM Layout,1020.0,2.0,46.5,2.0
609,BTM Layout,1600.0,3.0,112.0,3.0
610,BTM Layout,1300.0,2.0,75.0,3.0
611,BTM Layout,1540.0,2.0,78.0,3.0
612,BTM Layout,450.0,1.0,20.0,1.0
613,BTM Layout,1196.0,2.0,56.81,2.0
614,BTM Layout,1470.0,2.0,99.0,3.0
615,Babusapalaya,1358.0,2.0,43.4,3.0
616,Babusapalaya,1213.0,2.0,41.39,3.0
617,Babusapalaya,1611.0,2.0,66.0,3.0
618,Babusapalaya,1167.0,2.0,39.98,3.0
619,Babusapalaya,1675.0,3.0,75.0,3.0
620,Babusapalaya,1141.0,2.0,46.0,2.0
621,Babusapalaya,1500.0,2.0,57.0,2.0
622,Babusapalaya,1453.0,2.0,43.59,3.0
623,Babusapalaya,1050.0,2.0,45.0,2.0
624,Babusapalaya,1141.0,2.0,45.9,2.0
625,Babusapalaya,1358.0,2.0,43.1,3.0
626,Babusapalaya,1230.0,3.0,53.0,3.0
627,Babusapalaya,1105.0,2.0,40.0,2.0
628,Babusapalaya,1410.0,2.0,65.0,3.0
629,Babusapalaya,1450.0,2.0,55.99,2.0
630,Babusapalaya,1100.0,2.0,38.0,2.0
631,Babusapalaya,1213.0,2.0,36.37,3.0
632,Babusapalaya,1061.0,2.0,33.84,2.0
633,Babusapalaya,1061.0,2.0,38.95,2.0
634,Babusapalaya,1061.0,2.0,34.0,2.0
635,Babusapalaya,1245.0,2.0,58.0,2.0
636,Badavala Nagar,1494.0,2.0,94.55,3.0
637,Badavala Nagar,1274.0,2.0,81.0,2.0
638,Badavala Nagar,1842.0,3.0,115.0,3.0
639,Badavala Nagar,1494.0,2.0,94.55,3.0
640,Badavala Nagar,1274.0,2.0,81.0,2.0
641,Badavala Nagar,1494.0,2.0,94.55,3.0
642,Badavala Nagar,1842.0,3.0,115.0,3.0
643,Badavala Nagar,1842.0,3.0,115.0,3.0
644,Badavala Nagar,1842.0,3.0,115.0,3.0
645,Balagere,1210.0,2.0,80.9,2.0
646,Balagere,1210.0,2.0,72.0,2.0
647,Balagere,1205.0,2.0,78.5,2.0
648,Balagere,1145.0,2.0,65.0,2.0
649,Balagere,1012.0,2.0,54.59,2.0
650,Balagere,1020.07,2.0,68.38,2.0
651,Balagere,1205.47,2.0,81.0,2.0
652,Balagere,1007.0,2.0,65.0,2.0
653,Balagere,1205.0,2.0,70.0,2.0
654,Balagere,1210.0,2.0,74.0,2.0
655,Balagere,1210.0,2.0,83.0,2.0
656,Balagere,675.0,1.0,45.0,1.0
657,Balagere,656.0,1.0,43.0,1.0
658,Balagere,1012.0,2.0,54.59,2.0
659,Balagere,1012.0,2.0,64.0,2.0
660,Balagere,1007.0,2.0,62.0,2.0
661,Balagere,1007.0,2.0,67.0,2.0
662,Balagere,1007.0,2.0,66.0,2.0
663,Balagere,1205.0,2.0,63.86,2.0
664,Balagere,1012.0,2.0,53.58,2.0
665,Balagere,645.0,1.0,34.18,1.0
666,Balagere,1007.0,2.0,53.0,2.0
667,Balagere,1210.0,2.0,69.0,2.0
668,Balagere,1012.0,2.0,65.0,2.0
669,Balagere,656.0,1.0,38.77,1.0
670,Balagere,645.0,1.0,39.0,1.0
671,Balagere,645.0,1.0,41.0,1.0
672,Balagere,1210.0,2.0,82.0,2.0
673,Balagere,656.0,1.0,34.77,1.0
674,Balagere,1205.0,2.0,73.87,2.0
675,Balagere,1012.0,2.0,70.0,2.0
676,Balagere,1007.0,2.0,68.0,2.0
677,Balagere,1205.0,2.0,67.0,2.0
678,Balagere,1205.0,2.0,79.0,2.0
679,Balagere,1012.0,2.0,68.0,2.0
680,Banashankari,1200.0,2.0,42.0,3.0
681,Banashankari,1077.0,2.0,37.64,2.0
682,Banashankari,1470.0,2.0,88.64,3.0
683,Banashankari,1300.0,2.0,75.0,3.0
684,Banashankari,1800.0,3.0,115.0,3.0
685,Banashankari,1125.0,2.0,63.0,2.0
686,Banashankari,1340.0,2.0,53.6,3.0
687,Banashankari,1310.0,2.0,80.0,2.0
688,Banashankari,2600.0,4.0,135.0,3.0
689,Banashankari,1900.0,2.0,170.0,3.0
690,Banashankari,1260.0,2.0,75.0,2.0
691,Banashankari,1170.0,2.0,46.79,2.0
692,Banashankari,2500.0,4.0,95.0,4.0
693,Banashankari,1350.0,2.0,83.0,3.0
694,Banashankari,1425.0,3.0,49.88,3.0
695,Banashankari,1330.0,2.0,78.0,2.0
696,Banashankari,1400.0,2.0,78.0,3.0
697,Banashankari,1700.0,3.0,125.0,3.0
698,Banashankari,1020.0,2.0,40.79,2.0
699,Banashankari,1600.0,2.0,63.98,2.0
700,Banashankari,1041.0,2.0,36.44,2.0
701,Banashankari,2400.0,1.0,200.0,1.0
702,Banashankari,1390.0,2.0,86.0,2.0
703,Banashankari,1460.0,2.0,70.0,2.0
704,Banashankari,1200.0,2.0,60.0,2.0
705,Banashankari,1290.0,2.0,80.0,2.0
706,Banashankari,2582.0,5.0,250.0,3.0
707,Banashankari,1186.0,2.0,65.0,2.0
708,Banashankari,1650.0,3.0,101.0,3.0
709,Banashankari,1300.0,2.0,55.0,3.0
710,Banashankari,1181.0,2.0,75.0,2.0
711,Banashankari,1105.0,2.0,90.0,2.0
712,Banashankari,720.0,1.0,60.0,1.0
713,Banashankari,1040.0,2.0,45.0,2.0
714,Banashankari,1330.0,2.0,77.0,2.0
715,Banashankari,1200.0,2.0,49.0,2.0
716,Banashankari,1185.0,2.0,67.0,2.0
717,Banashankari,1000.0,2.0,50.0,2.0
718,Banashankari,1650.0,3.0,90.75,3.0
719,Banashankari,1650.0,3.0,101.0,3.0
720,Banashankari,1310.0,2.0,80.43,2.0
721,Banashankari,600.0,1.0,27.0,2.0
722,Banashankari,1430.0,2.0,87.8,2.0
723,Banashankari,1020.0,2.0,42.83,2.0
724,Banashankari,1372.0,2.0,48.02,3.0
725,Banashankari,1540.0,3.0,80.0,3.0
726,Banashankari,1195.0,2.0,35.84,2.0
727,Banashankari,1683.0,3.0,115.0,3.0
728,Banashankari,1800.0,3.0,125.0,3.0
729,Banashankari,1175.0,2.0,41.13,2.0
730,Banashankari,1750.0,2.0,89.0,3.0
731,Banashankari,1800.0,3.0,175.0,3.0
732,Banashankari,1450.0,2.0,50.75,2.0
733,Banashankari,1770.0,3.0,108.0,3.0
734,Banashankari,1800.0,3.0,125.0,3.0
735,Banashankari,1200.0,2.0,42.0,3.0
736,Banashankari,1420.0,3.0,66.0,3.0
737,Banashankari,1200.0,3.0,74.52,3.0
738,Banashankari,1100.0,2.0,63.0,2.0
739,Banashankari,1020.0,2.0,40.79,2.0
740,Banashankari,1260.0,2.0,75.0,2.0
741,Banashankari,1340.0,2.0,53.6,3.0
742,Banashankari,1426.0,3.0,85.0,3.0
743,Banashankari Stage II,1700.0,2.0,150.0,2.0
744,Banashankari Stage II,1200.0,2.0,150.0,4.0
745,Banashankari Stage II,1500.0,2.0,120.0,3.0
746,Banashankari Stage II,2400.0,3.0,510.0,5.0
747,Banashankari Stage II,1240.0,2.0,59.52,3.0
748,Banashankari Stage II,1250.0,2.0,110.0,2.0
749,Banashankari Stage II,1260.0,2.0,95.0,3.0
750,Banashankari Stage II,2400.0,2.0,300.0,3.0
751,Banashankari Stage II,1400.0,2.0,100.0,2.0
752,Banashankari Stage II,2800.0,3.0,425.0,5.0
753,Banashankari Stage II,3000.0,3.0,450.0,3.0
754,Banashankari Stage II,1200.0,2.0,198.0,3.0
755,Banashankari Stage II,1245.0,2.0,125.0,2.0
756,Banashankari Stage III,1305.0,2.0,58.7,3.0
757,Banashankari Stage III,1145.0,2.0,58.4,2.0
758,Banashankari Stage III,1650.0,3.0,118.0,3.0
759,Banashankari Stage III,2400.0,4.0,240.0,4.0
760,Banashankari Stage III,1350.0,2.0,68.0,3.0
761,Banashankari Stage III,2000.0,4.0,100.0,4.0
762,Banashankari Stage III,1305.0,2.0,59.0,3.0
763,Banashankari Stage III,1305.0,2.0,60.0,3.0
764,Banashankari Stage III,1200.0,2.0,42.0,2.0
765,Banashankari Stage III,1305.0,2.0,59.0,3.0
766,Banashankari Stage III,1480.0,3.0,75.48,3.0
767,Banashankari Stage III,1305.0,2.0,59.0,3.0
768,Banashankari Stage III,1304.0,2.0,111.0,2.0
769,Banashankari Stage III,3000.0,6.0,150.0,6.0
770,Banashankari Stage III,1085.0,2.0,50.0,2.0
771,Banashankari Stage III,1500.0,2.0,100.0,3.0
772,Banashankari Stage III,2100.0,3.0,147.0,4.0
773,Banashankari Stage III,1420.0,2.0,95.0,3.0
774,Banashankari Stage V,1300.0,2.0,58.5,3.0
775,Banashankari Stage V,1305.0,2.0,49.0,3.0
776,Banashankari Stage V,1035.0,2.0,35.77,2.0
777,Banashankari Stage V,1355.0,2.0,61.0,3.0
778,Banashankari Stage V,1510.0,3.0,47.57,3.0
779,Banashankari Stage V,1650.0,3.0,51.98,3.0
780,Banashankari Stage V,1630.0,3.0,51.35,3.0
781,Banashankari Stage V,1510.0,3.0,47.57,3.0
782,Banashankari Stage V,1315.0,2.0,49.0,3.0
783,Banashankari Stage V,1540.0,3.0,48.51,3.0
784,Banashankari Stage V,920.0,2.0,41.5,2.0
785,Banashankari Stage VI,4800.0,4.0,190.0,4.0
786,Banashankari Stage VI,2800.0,4.0,89.0,4.0
787,Banashankari Stage VI,2200.0,4.0,195.0,4.0
788,Banashankari Stage VI,1160.0,2.0,59.0,2.0
789,Banashankari Stage VI,1180.0,2.0,59.47,2.0
790,Banashankari Stage VI,1423.0,2.0,71.73,3.0
791,Banashankari Stage VI,1392.0,3.0,69.46,3.0
792,Banashankari Stage VI,4800.0,3.0,200.0,4.0
793,Banaswadi,1184.0,2.0,53.0,2.0
794,Banaswadi,1145.0,2.0,55.0,2.0
795,Banaswadi,1250.0,2.0,60.0,2.0
796,Banaswadi,1365.0,2.0,73.0,2.0
797,Banaswadi,1903.0,6.0,140.0,5.0
798,Banaswadi,1222.0,2.0,80.0,2.0
799,Banaswadi,870.0,2.0,38.0,2.0
800,Banaswadi,1200.0,2.0,60.0,2.0
801,Banaswadi,1600.0,3.0,74.5,3.0
802,Banaswadi,527.0,1.0,35.0,1.0
803,Banaswadi,1340.0,2.0,73.0,2.0
804,Banaswadi,1008.0,2.0,52.0,2.0
805,Banaswadi,1105.0,2.0,57.0,2.0
806,Banjara Layout,1200.0,2.0,70.0,2.0
807,Banjara Layout,1050.0,2.0,64.8,2.0
808,Banjara Layout,753.0,3.0,59.5,2.0
809,Banjara Layout,2500.0,4.0,140.0,3.0
810,Bannerghatta,3012.0,6.0,250.0,4.0
811,Bannerghatta,1665.0,3.0,110.0,3.0
812,Bannerghatta,2370.0,4.0,195.0,3.0
813,Bannerghatta,1100.0,2.0,66.0,2.0
814,Bannerghatta,1113.0,2.0,70.0,2.0
815,Bannerghatta,1200.0,2.0,73.2,2.0
816,Bannerghatta,1070.0,2.0,87.0,2.0
817,Bannerghatta,1776.0,3.0,124.0,3.0
818,Bannerghatta,1776.0,3.0,150.0,3.0
819,Bannerghatta Road,500.0,1.0,18.5,1.0
820,Bannerghatta Road,1050.0,2.0,65.0,2.0
821,Bannerghatta Road,1200.0,2.0,125.0,4.0
822,Bannerghatta Road,1170.0,2.0,66.0,3.0
823,Bannerghatta Road,595.0,1.0,33.32,1.0
824,Bannerghatta Road,1445.0,3.0,95.0,3.0
825,Bannerghatta Road,1640.0,2.0,120.0,3.0
826,Bannerghatta Road,1380.0,3.0,58.0,4.0
827,Bannerghatta Road,1460.0,2.0,90.0,3.0
828,Bannerghatta Road,1556.0,2.0,59.13,3.0
829,Bannerghatta Road,1179.0,2.0,66.02,2.0
830,Bannerghatta Road,793.0,2.0,45.0,2.0
831,Bannerghatta Road,1484.0,3.0,52.5,3.0
832,Bannerghatta Road,1400.0,2.0,78.0,2.0
833,Bannerghatta Road,2700.0,5.0,158.0,5.0
834,Bannerghatta Road,1215.0,2.0,50.0,2.0
835,Bannerghatta Road,1654.0,3.0,100.0,3.0
836,Bannerghatta Road,1181.0,2.0,55.0,2.0
837,Bannerghatta Road,1460.0,2.0,72.0,3.0
838,Bannerghatta Road,1200.0,2.0,75.0,2.0
839,Bannerghatta Road,1760.0,3.0,67.0,3.0
840,Bannerghatta Road,595.0,1.0,31.83,1.0
841,Bannerghatta Road,1105.0,2.0,51.0,2.0
842,Bannerghatta Road,1255.0,2.0,65.26,2.0
843,Bannerghatta Road,1550.0,3.0,78.0,3.0
844,Bannerghatta Road,1550.0,3.0,82.0,3.0
845,Bannerghatta Road,1550.0,2.0,75.0,3.0
846,Bannerghatta Road,1650.0,3.0,122.0,3.0
847,Bannerghatta Road,912.0,2.0,55.0,2.0
848,Bannerghatta Road,1218.0,2.0,73.0,2.0
849,Bannerghatta Road,1427.0,2.0,48.51,3.0
850,Bannerghatta Road,1115.0,2.0,65.12,2.0
851,Bannerghatta Road,1344.0,2.0,42.0,3.0
852,Bannerghatta Road,1893.0,3.0,100.0,3.0
853,Bannerghatta Road,1600.0,3.0,95.0,3.0
854,Bannerghatta Road,1275.0,2.0,65.0,2.0
855,Bannerghatta Road,892.0,2.0,39.0,2.0
856,Bannerghatta Road,1880.0,3.0,95.0,3.0
857,Bannerghatta Road,1260.0,2.0,70.0,2.0
858,Bannerghatta Road,1788.0,3.0,90.0,3.0
859,Bannerghatta Road,1157.0,2.0,40.0,2.0
860,Bannerghatta Road,1150.0,2.0,65.0,2.0
861,Bannerghatta Road,10000.0,4.0,450.0,4.0
862,Bannerghatta Road,1100.0,2.0,39.0,2.0
863,Bannerghatta Road,1400.0,3.0,68.0,3.0
864,Bannerghatta Road,1725.0,3.0,110.0,3.0
865,Bannerghatta Road,1850.0,6.0,150.0,6.0
866,Bannerghatta Road,9000.0,4.0,390.0,3.0
867,Bannerghatta Road,950.0,2.0,38.0,2.0
868,Bannerghatta Road,1220.0,2.0,80.0,2.0
869,Bannerghatta Road,1130.0,2.0,78.0,2.0
870,Bannerghatta Road,1350.0,2.0,51.0,3.0
871,Bannerghatta Road,1486.0,3.0,83.22,3.0
872,Bannerghatta Road,1460.0,2.0,75.0,3.0
873,Bannerghatta Road,1015.0,2.0,48.0,2.0
874,Bannerghatta Road,1115.0,2.0,61.0,2.0
875,Bannerghatta Road,1136.0,2.0,48.0,2.0
876,Bannerghatta Road,2700.0,4.0,260.0,4.0
877,Bannerghatta Road,1200.0,2.0,69.0,3.0
878,Bannerghatta Road,1465.0,2.0,76.0,3.0
879,Bannerghatta Road,1200.0,2.0,65.0,2.0
880,Bannerghatta Road,1240.0,2.0,65.0,2.0
881,Bannerghatta Road,1476.0,3.0,125.0,3.0
882,Bannerghatta Road,1100.0,2.0,52.0,3.0
883,Bannerghatta Road,1465.0,2.0,45.87,3.0
884,Bannerghatta Road,1268.0,2.0,69.0,2.0
885,Bannerghatta Road,1450.0,2.0,87.0,3.0
886,Bannerghatta Road,2932.0,5.0,195.0,4.0
887,Bannerghatta Road,1450.0,3.0,44.0,3.0
888,Bannerghatta Road,1625.0,2.0,75.0,3.0
889,Bannerghatta Road,960.0,2.0,58.0,2.0
890,Bannerghatta Road,1750.0,3.0,130.0,3.0
891,Bannerghatta Road,1275.0,2.0,73.0,2.0
892,Bannerghatta Road,1430.0,3.0,59.0,3.0
893,Bannerghatta Road,1240.0,2.0,71.0,2.0
894,Bannerghatta Road,1305.0,2.0,60.0,3.0
895,Bannerghatta Road,1215.0,2.0,68.0,2.0
896,Bannerghatta Road,1215.0,2.0,68.0,2.0
897,Bannerghatta Road,1894.0,3.0,115.0,3.0
898,Bannerghatta Road,1655.0,2.0,62.89,3.0
899,Bannerghatta Road,1693.0,3.0,89.0,3.0
900,Bannerghatta Road,1280.0,2.0,60.16,2.0
901,Bannerghatta Road,3230.0,5.0,165.0,4.0
902,Bannerghatta Road,630.0,1.0,35.0,1.0
903,Bannerghatta Road,1215.0,2.0,68.0,2.0
904,Bannerghatta Road,1365.0,3.0,76.18,3.0
905,Bannerghatta Road,1115.0,2.0,78.0,2.0
906,Bannerghatta Road,1535.0,3.0,60.0,3.0
907,Bannerghatta Road,1655.0,3.0,90.0,3.0
908,Bannerghatta Road,1247.0,2.0,47.39,2.0
909,Bannerghatta Road,1650.0,3.0,94.0,3.0
910,Bannerghatta Road,905.0,2.0,65.0,2.0
911,Bannerghatta Road,1000.0,2.0,50.0,2.0
912,Bannerghatta Road,2185.0,3.0,120.0,4.0
913,Bannerghatta Road,1012.0,2.0,45.0,2.0
914,Bannerghatta Road,1725.0,3.0,85.0,3.0
915,Bannerghatta Road,1460.0,2.0,80.0,3.0
916,Bannerghatta Road,1340.0,2.0,85.0,2.0
917,Bannerghatta Road,1711.0,3.0,125.0,3.0
918,Bannerghatta Road,1520.0,2.0,81.0,3.0
919,Bannerghatta Road,2826.0,3.0,148.0,3.0
920,Bannerghatta Road,1115.0,2.0,61.0,2.0
921,Bannerghatta Road,1154.0,2.0,47.0,2.0
922,Bannerghatta Road,1000.0,2.0,44.5,2.0
923,Bannerghatta Road,1250.0,2.0,48.0,2.0
924,Bannerghatta Road,1640.0,3.0,105.0,3.0
925,Bannerghatta Road,1656.0,2.0,62.93,3.0
926,Bannerghatta Road,1012.0,2.0,44.0,2.0
927,Bannerghatta Road,1527.0,3.0,115.0,3.0
928,Bannerghatta Road,1660.0,3.0,85.0,3.0
929,Bannerghatta Road,1880.0,3.0,96.5,3.0
930,Bannerghatta Road,1550.0,3.0,96.0,3.0
931,Bannerghatta Road,1200.0,2.0,78.0,2.0
932,Bannerghatta Road,1885.0,3.0,125.0,3.0
933,Bannerghatta Road,1453.0,2.0,73.0,3.0
934,Bannerghatta Road,1450.0,2.0,78.0,3.0
935,Bannerghatta Road,700.0,1.0,31.2,1.0
936,Bannerghatta Road,1630.0,3.0,68.0,3.0
937,Bannerghatta Road,1400.0,3.0,69.0,3.0
938,Bannerghatta Road,905.0,2.0,58.0,2.0
939,Bannerghatta Road,1465.0,2.0,75.0,3.0
940,Bannerghatta Road,1920.0,3.0,122.0,3.0
941,Bannerghatta Road,2400.0,4.0,180.0,4.0
942,Bannerghatta Road,1660.0,3.0,80.0,3.0
943,Bannerghatta Road,1270.0,2.0,45.0,2.0
944,Bannerghatta Road,1520.0,2.0,80.0,3.0
945,Bannerghatta Road,1270.0,2.0,73.0,3.0
946,Bannerghatta Road,1846.0,3.0,120.0,3.0
947,Bannerghatta Road,3000.0,4.0,140.0,4.0
948,Bannerghatta Road,1655.0,3.0,95.0,3.0
949,Bannerghatta Road,1206.0,2.0,53.0,2.0
950,Bannerghatta Road,1150.0,2.0,55.0,2.0
951,Bannerghatta Road,1215.0,2.0,65.0,2.0
952,Bannerghatta Road,1510.0,2.0,110.0,3.0
953,Bannerghatta Road,1022.0,2.0,35.0,2.0
954,Bannerghatta Road,1246.0,2.0,47.35,2.0
955,Bannerghatta Road,1470.0,2.0,85.0,3.0
956,Bannerghatta Road,1160.0,2.0,45.0,2.0
957,Bannerghatta Road,970.0,2.0,57.0,2.0
958,Bannerghatta Road,1527.0,3.0,142.0,3.0
959,Basavangudi,1500.0,2.0,143.0,3.0
960,Basavangudi,1850.0,3.0,168.0,3.0
961,Basavangudi,1036.0,2.0,105.0,2.0
962,Basavangudi,2600.0,4.0,260.0,4.0
963,Basavangudi,1600.0,2.0,160.0,3.0
964,Basavangudi,1560.0,2.0,145.0,2.0
965,Basavangudi,1825.0,3.0,175.0,3.0
966,Basavangudi,1800.0,3.0,195.0,3.0
967,Basavangudi,1100.0,2.0,93.0,2.0
968,Basavangudi,1542.14,3.0,120.0,3.0
969,Basavangudi,1050.0,2.0,103.0,2.0
970,Basavangudi,1350.0,2.0,130.0,3.0
971,Basavangudi,1485.0,3.0,140.0,3.0
972,Basavangudi,1180.0,2.0,124.0,2.0
973,Basavangudi,1600.0,3.0,130.0,3.0
974,Basavangudi,1200.0,2.0,120.0,2.0
975,Basavangudi,1850.0,3.0,150.0,3.0
976,Basavangudi,2453.0,3.0,250.0,4.0
977,Basaveshwara Nagar,4500.0,5.0,415.0,5.0
978,Basaveshwara Nagar,1865.0,3.0,145.0,3.0
979,Basaveshwara Nagar,1200.0,2.0,90.0,2.0
980,Basaveshwara Nagar,2400.0,4.0,310.0,5.0
981,Basaveshwara Nagar,1200.0,2.0,80.0,2.0
982,Basaveshwara Nagar,900.0,2.0,60.0,2.0
983,Basaveshwara Nagar,1900.0,3.0,150.0,3.0
984,Basaveshwara Nagar,1200.0,2.0,85.0,2.0
985,Basaveshwara Nagar,1200.0,2.0,70.0,2.0
986,Battarahalli,1200.0,2.0,65.0,2.0
987,Battarahalli,1779.0,3.0,89.61,3.0
988,Battarahalli,1300.0,2.0,50.0,2.0
989,Battarahalli,1945.0,3.0,97.42,3.0
990,Battarahalli,1777.0,3.0,100.0,3.0
991,Battarahalli,1135.0,2.0,43.0,2.0
992,Battarahalli,1276.0,2.0,45.0,2.0
993,Battarahalli,1880.0,3.0,94.36,3.0
994,Battarahalli,1071.0,2.0,62.0,2.0
995,Battarahalli,1165.0,2.0,43.0,2.0
996,Battarahalli,1636.0,2.0,82.89,2.0
997,Battarahalli,1779.0,3.0,90.0,3.0
998,Battarahalli,1516.0,3.0,65.0,3.0
